Helpful Votes,Review Body,Review Year,Review Headline,Star Rating
0.0,Notehelfer writes competently and authoritatively about one of the great modern western educators of Japanese young men when Japanese political and social leaders were opening up to reform. L.L. James was a maverick leader who opened the minds of his students and challenged them to excel academically. He also led them spiritually.  Many of them later became leaders in various fields and foinders of institutions that exist in Japan today.,08/27/2015 0:00,well written; well documented,5.0
0.0,"I got this book to accompany one of the Butterfly Garden things (where you grow butterflies from caterpillars), which I planned to do with my 6 year old stepdaughter.  After we set up the Butterfly Garden, we read this book to help her understand the process (and, perhaps most importantly, that we would need to set the butterflies free).  She followed along at first, but then wasn't that interested.  I thought the information in the book was presented well, but might be too dry for a child to get into it much.",07/26/2013 0:00,Didn't seem to interest my stepdaughter much,3.0
0.0,My son loves these books!,08/30/2015 0:00,Great Reads,5.0
0.0,"Anthony Chiles has achieved something impressive: he is a young man who has distilled the wisdom of the ages into a highly readable, easy-to-use manual for better living. An author myself, I often wonder how someone gets noticed in a crowded field, such as &#34;Monday Motivation&#34; occcupies. The answer is in Anthony's 52 essays. He has made a real contribution to me, and I bet others will find renewed energy on Monday mornings, as I have. Maybe Monday Motivation is this generation's &#34;I'm Okay, You're Okay&#34;!",08/30/2015 0:00,Motivation throughout the year,5.0
,"\Son of a Witch\"" isn't perfect",,if not excusable,
2.0,Redundant<br />Poor story line<br />Very disappointed,08/27/2015 0:00,Redundant Poor story line Very,1.0
0.0,I got this book from my public library a year ago and did not have time to finish it before it was due.  Now that I have ordered and received it from Amazon I can start again and finish it at my leisure!  It's not a book you can whip through rapidly so I am thrilled to have what appears to be a brandnew paperback.  Thanks so much.  Service was fast and impeccable!!,03/19/2011 0:00,Wolf Hall:  A Novel,5.0
5.0,"The Great Chasm takes Jesus' teachings on wealth and applies them to today's context in North America. Writing with a prophetic edge and a pastoral touch, Derek Engdahl, Servant Partners co-General Director, invites us into his journey of walking with the poor. While taking us into his own struggles in following Jesus, Derek offers new insights into Luke 15-16 that are useful to others who may want to teach on the passages of the The Lost Sheep, the Lost Coin, and the Lost Son, and, especially, The Shrewd Manager.  The book closes with practical steps for anyone (and any church) that wants to put Jesus' teachings into action.  Definitely a great tool for individuals and small groups.",08/28/2015 0:00,The Great Chasm takes Jesus' teachings on wealth and applies them ...,5.0
11.0,"I received this book for my birthday as a gift. Needless to say, I couldn't put it down. Mr. Hannity is a Great American! I've never seen a more researched book, complete with footnotes, with so many facts. In fact, in order to counter college campus liberalism, this book should be used as a college textbook or at least required reading. Hannity is right, and puts it simply: There is an evil in this world that needs to be uprooted and destroyed. Like I said, I love the book and would recommend it to anybody. \LET FREEDOM RING!\"" is next.""",12/22/2004 0:00,Home Run For Conservatives Everywhere!!!,5.0
1.0,Perfect book to use at beginning of year to talk about differences.,08/31/2015 0:00,Great book!,5.0
0.0,Very good stories for my baby and her grandmother to read. Good book.,08/28/2015 0:00,We like it!,5.0
0.0,"I loved this book when I was a little girl and now I'm reading it to my son. He loves it, too. 😍",08/29/2015 0:00,Childhood Classic,5.0
0.0,The best Christmas story ever told.,08/27/2015 0:00,The best Christmas Story Ever Told,5.0
0.0,A little disappointed in the ending but still a good book. Not her best one of the series but still good,03/13/2014 0:00,Good book,4.0
3.0,"I received a copy of this book from a friend who knows the author. I, like the author, love to travel and, like the author, prefer to set my daily itineraries loosely, starting with a basic plan and then just winging it. I therefore throughly enjoyed reading about the author's many unplanned adventures during his journey.<br /><br />Everyone, some earlier in life, some later, reaches the &#34;where now?&#34; stage and struggles to find answers. Whether in our professions, our relationships or even in our spirituality, wouldn't it be great to have some clear guidance, a proverbial road sign to lead us down the right path?  I knew a kid who was nine years old when he decided he was going to be a doctor and he never swayed from his childhood dream.<br /><br />But for most people it simply doesn't work that way. We need to grind through obstacles, highs and lows, sift through prejudice and our own upbringing, battle self-doubt and uncertainty before arriving at a place in our short lives where it is clear that, yes, this is where I need to be. And of course there are millions of people who never achieve this.  The author has found his path, his calling. And we see how he got there through his recollections and easy prose. What a ride!<br /><br />I agree with the previous review that one should definitely read carefully the heartfelt dedication to the author's father.  This 4-month trip, with the implied intention to see as much as the African continent, Asia and the Middle East as possible, was in fact a spiritual journey. I was very touched to read how the author followed his heart, his compass, and made and life-changing impact on people's lives.  Especially orphans.<br /><br />At the end, isn't it that what we are for? To make a positive impact on the lives of the people we love and create memories for them to pass on to their loved ones? But some people's True North doesn't end there. Like the author,  they need to give back to the universe, making a difference in the everyday lives of those less fortunate. I was very moved by his experiences and dedication to those poor children.<br /><br />Honestly, before reading this book I had very little interest in seeing the Africa. Having read True North, I am now convinced that's where I need to go next.",08/30/2015 0:00,like the author,5.0
0.0,"my daughter enjoyed reading this book. We have neighbors who are pretty much like the &#34;whippoorwills&#34;, a yard that is a disaster, cluttered area of their treasures so she could identify with the characters of the book. and with Wally, the dog, she was totally engaged with the story. Friendship was her key take away from the story.",08/30/2015 0:00,my daughter enjoyed reading this book,5.0
26.0,"Another page turner from Diskin.  Loved this book from beginning to end.  It kept me in suspense the entire way. You won't want to put this one down.  As in her first book, Diskin is a master at pacing the action.  A great who done it?",08/27/2015 0:00,Loved this book from beginning to end,5.0
1.0,I decided to write a review because this book is not a 3-star book. I finished yesterday while walking on a treadmill while my hubby lifted weights. That wasn't easy let me tell you. I was upset like the first time I watched Gladiator. But I thought about it later and any other ending would be a cop out. Tris would not have been Tris if she didn't step in. I could see the connections in every character and how they ended up where they did. Advise though....take it slow and enjoy along the way.,10/30/2013 0:00,Like Gladiator you'll appreciate it later,5.0
8.0,"I cannot say enough to recommend this book. Unfortunately I have shelves full of books of magic that are pure fluff with no meat and potatoes. This book is jammed full of practical techniques for every magical need that can arise. The spells come from all over the world, not just one magical tradition. The formulary will have you making your own potions in no time.It is a hefty 1100 pages hardback wonderful presentation. No little witch should be without this treasure, from neophyte to adept. An excellent practical Book of Shadows",11/10/2005 0:00,A MUST HAVE,5.0
0.0,Very good book. Great for all level users of Photoshop.,08/30/2015 0:00,Five Stars,5.0
0.0,"Catherine will be coming to do a presentation at my Library, and I wanted to know more about her.",08/28/2015 0:00,Five Stars,5.0
1.0,"David Laskin, really brought you into an intimate relationship with the people who were affected b this blizzard.  I felt as if I knew them personally and wanted for each child to be found unharmed, I cried for the children and for their grieving parents....I was angry at the typical politics of our government and how it played a part in this disaster.  It's a great read about the grit of the Immigrants who settled the prairie's.  I immensely enjoyed reading it...while on vacation and actually visiting South Dakota, and actually in the many towns where so much of this happened.  Thank you or this account!",09/04/2013 0:00,you can't put it down,5.0
5.0,"I didn't like the movie. But since it was such a classic I thought the book must be good. Oh was I wrong! The attitude of the southern whites toward their slaves was so revolting I couldn't make myself read it. Instead of helping me understand the southern view point, I was offended and horrified. Thank goodness they lost the war.",08/29/2013 0:00,Seriously?,1.0
1.0,"Lillian Bowman, an American heiress, is one of the four young women who call themselves the wallflowers.  In this second installment of the series, headstrong, spirited Lillian, her sister Daisy and her parents are attending a month long party held at Lord Westman's estate. Marcus, Lord Westman, is the ultimate in uptight, superior English snobbiness and Lillian cannot stand him.  Lillian and her sister need a sponsor to help them gain a husband from the English nobility and that sponsor comes in the form of Marcus's mother, a cold hearted woman who thinks preserving their bloodline is the most important thing her family can do.  After sneaking out to cause some mischief, Lillian runs into Marcus who loses his head and kisses her passionately.  Believing Marcus is bewitched by a secret ingredient in a perfume made just for her, Lillian enlists the other wallflowers to help in an experiment to see if the perfume has the same effect on all women.  Soon Lillian discovers there is more to Marcus than the facade he presents to the public and she wishes more than anything that she can have him, but she knows he will never marry an American no matter how rich.  Marcus is stunned to find himself so strongly affected by Miss Lillian Bowman, even in his affairs he has always been able to maintain a dignified presence but everytime he sees Lillian he loses all control....maybe even considering marriage.This was an amusing, fast paced sweet romance and I have hopes that the last two stories will compare to the first two in the series.  Marcus mother is the ultimate in cold hearted witches, and St. Vincent sufficiently wicked in his competition for Lillian.  St. Vincent will be featured in Evie's story which is the third and next book in this series.",09/11/2007 0:00,American Girl takes on British Nobility,5.0
0.0,My kids loved the book. I recommend it a lot,08/29/2015 0:00,Five Stars,5.0
0.0,"I think this book was full of real life lessons. SPOILER: When Tris dies how Tobias moves on is so real. I just really love this book.. the story, all of the characters, the places, the problems,  the romance, how you can just some how you can just relate this story to real life. I love The Divergent Series and I recommend this to anybody who likes the first two books of the Divergent Series. This book is SO BOSS!! Read it!! >.&lt;",04/04/2014 0:00,The Divergent Series: Like. A. Boss,5.0
0.0,Thank you for such fast delivery. My son is a big Star Wars fan & really enjoys this book.,08/29/2015 0:00,Thank you for such fast delivery. My son is ...,5.0
0.0,This book was amazing for my anatomy class. I highly recommend it!,08/30/2015 0:00,Five Stars,5.0
0.0,One of Marian Keyes best.  It was hard not to be drawn into the main characters world of rehab and struggle and self realisation. I found I would race to bed each night to continue reading and be drawn even more into the upside down world of withdrawal.,12/09/2013 0:00,I can't praise it highly enough.,5.0
0.0,"At first, I found Parland to be a bit immature and tedious. I still hold that impression, but after reading the book several more times, I've discovered that there is more to this poet: he is linguistically inventive, very witty, individualistic, and the shapes of his poems are aesthetically pleasing. He works within a minimalist framework, but he is not necessarily what I would call a minimalist. His poetry does something different than most of the mainstream: it provokes, annoys, and dances a lot. Although this type of poetry often lacks emotional value, if one takes it for what it is, one can gain much insight from it.",08/31/2015 0:00,A Grower,5.0
1.0,"Love these books and her website! Such amazing information and super easy activities to do with your little one.  As a first time mom with no clue as to &#34;what to do&#34; with my baby, these books were lifesavers.  They are one of my go to gifts for other new parents.",08/29/2015 0:00,Love these books and her website,5.0
0.0,great,08/31/2015 0:00,Four Stars,4.0
1.0,The book does jump around a lot from one sister to another so if you have a hard time following an author who does that this might not be the best book. It is a great story of how it really does make a difference in the way you are raised on what your outlook on the world may be.,02/02/2014 0:00,It was okay,3.0
0.0,My son loved this book! We read it multiple times before his big day in preschool! He felt more comfortable.,08/29/2015 0:00,Great book.,5.0
0.0,Jeff Shavitz is intuitive and gives practical and helpful advice on owing a successful small business.  Easy and enjoyable to read!,08/31/2015 0:00,Easy and enjoyable to read,5.0
0.0,Very detailed on sights.  Not much on logistics.,08/27/2015 0:00,what you should see,4.0
1.0,"So despite the last book leaving you a bit bored and less eager to go on, this one helps shape things up again!The story gets fired up, and you get a nice cocktail of characters as well, like before. You feel like you're home again, sort of.It's a bit long, but what I really didn't like about this one is the chapter titles. I always thought the power behind this series was how the story was told from the point of views of different characters. In this book, the titles don't state names, instead weird titles and descriptions that leave you confused till you get a hint of who or where this is. I found myself missing some details that I had to reread once it was clear where this chapter was taking place. It really becomes very annoying!Still one of the greatest series I ever read... The next ones cant come soon enough!",11/25/2012 0:00,Gets things exciting again...,4.0
0.0,"A charming book, an easy read, written by someone who knows church people very well. Some pleasant surprises throughout.",08/29/2015 0:00,An engaging read,5.0
3.0,"Since the whole Vampire thing has started to get more popular with tons upon tons of new books coming out to be the next Twilight or even Interview with a Vampire, I naturally thought the same for this one. But I was very much mistaken. This novel series is indeed about all that vampire love but not with this first edition to the series. For this one, Schreiber writes about a teen age girl who has always dreamed of becoming a vampire. So when a new mysterious family moves in to her boring town naturally rumors start flowing that they are a family of vampires. The heroian of the book tries to dispell the rumors for the town and herself but she cant stop wondering if it is possible that they may actually be vampires. In the end Schreiber leads us thinking that reality is exactly what it seems reality until of course she disproves it all and leaves us hungry for the second helping of Vampire Kisses.",01/28/2009 0:00,Cute,4.0
0.0,gift,08/26/2015 0:00,Five Stars,5.0
0.0,"This is a wonderful book. Written with such honesty, integrity and tenderness. I know there were parts of this story that took great courage to put into written words and shared with the world. Thank you for not sharing the last days of E's life. For one I don't think I could stand it; and secondly, it was notNecessary. I  applaud you  both  for your  courage to share your remarkable story with the world. Your strength has been an inspiration to me.",04/09/2014 0:00,Great book!,5.0
0.0,"I LOVE this story. However, I was disappointed that this version of the book does not have many pictures. It's rather long as well.",02/26/2014 0:00,Sweet Story- Not many pics,4.0
0.0,"This book is Amazing, it provides a beautiful and touching ending to the Divergent series. One of the best books I have ever read",01/24/2014 0:00,Amazing,5.0
1.0,"Jhumpa Lahiri's debut novel is every bit as wonderful as her collection of short stories. Sensitively written with remarkable descriptive power, this book establishes Lahiri as one of the best young writers of our time.Through the eyes of Gogol Ganguli and his parents, we see experience almost firsthand the Indian-American immigrant experience. As a young first generation Indian immigrant myself, I can vouch for the dazzling accuracy of Lahiri's descriptions. Page after page the prose is lyrical and the word-pictures brightly vivid. There is never a dull moment nor a superficial one. A beautiful and heartfelt book- I recommend it highly.",11/12/2003 0:00,Lyrical prose and vivid imagery,5.0
,"I learned a very important lesson here; take a good peak at the book before you get it. The Scribner publication (paperback) of this Hemingway Novel wasn't the one I believe most people read. This was spattered everywhere with \Thee\"" and \""Thou.\"" That really detracted from the story. Unfortunately I don't think even with out that distraction the story wouldn't have been much better. It also would have helped me had I known more about the bigger picture. I'm not that familiar with Spanish history and wasn't sure who represented what. Also a strange personal quirk; I keep thinking of the protagonist Robert Jordan",,11/01/2006 0:00,
1.0,shameful,08/29/2015 0:00,One Star,1.0
0.0,Great book. Excited to try the recipes!,08/28/2015 0:00,Five Stars,5.0
0.0,"I love mountaineering books, especially those that detail disasters that make me wonder why anyone goes up to place where the dead bodies of fellow sportsmen greet you lying or sitting where they fell. Most of these books are very technical and make it seem as if using supplemental oxygen to keep your brain from dying is somehow the mark of an ordinary day.What I loved about &#34;Short Walk&#34; is its unabashed frankness about the amateur ignorance of the climbers. Just two Brits bashing around a foreign country with no idea what they are getting into. I laughed WITH them because the author is so clearly in agreement that it was all a long, uncomfortable, risky, bad idea.Aside from this, it is an interesting picture of the societies through which our &#34;heros&#34; journeyed.",01/21/2014 0:00,What unexpected fun this book is,4.0
1.0,"I liked this book better than three stars but there is so much written about American involvement in other countries that it all gets watered down. Junger is a vary good writer and covers a lot of ground in this book. Just a few of the points that he makes I will point our are. 1. What a train wreck our foreign policy is and has been since WWII. 2. Nothing has changed in the pentagon. The Perfumed Princes still are gutless wonders and will not tell the POTUS the truth and stand tall. 3. The new ticking time bomb our 1%, of the people who serve our country, are and we better get ready for what is coming when all the warriors start getting elected to office. There is much more but nothing I write about it will get the Govt to change. It will be changed by the people who have been misused and mark my word. It will never be the same again.",10/04/2012 0:00,America has lost it's way,3.0
0.0,"There are many fine reviews here detailing the shortcomings of this novel.  I have read a couple Malone novels but cannot honestly say I am a big Berry fan anyway.  This is a tedious novel at best full of tedious, fantastical detail apparently designed to compensate for a tedious plot and tedious, wooden characters.  Although only my third or fourth Berry novel, The Columbus Affair is likely my last.",08/29/2015 0:00,There are many fine reviews here detailing the shortcomings of this novel,2.0
0.0,"This book has hilarious short stories that totally capture the way of life out here in the REAL West..  Annie must live the life and know the characters personally to have created such rich little stories about people I swear I know.  I live in a small town in Idaho and I've long thought about writing about the characters around here, but I didn't think anyone would believe me.  She even slips in a tall tale or two which you are suckered into for a few pages before you realize, no.... wait..... that can't be, even though it's a nice thought!  I've shared this book with my whole family and they love it too.",01/18/2008 0:00,"loved, loved, loved it!!",5.0
0.0,Was as described.,08/28/2015 0:00,Five Stars,5.0
0.0,Good book for the little granddaughter!,08/29/2015 0:00,Five Stars,5.0
2.0,"I have tried some of the recipes in this book and were good, but most of the recipes are not something I would fix on a daily basis because of time and lack of every day ingredients. This cookbook is for the serious dieters that have more time than I do.",09/20/2009 0:00,real age cookbook,3.0
1.0,not an all cotton shirt its cotton /poly<br />its just me but i hate the feel and the fit of poly<br />also shirt to me was very thin<br />the only thing i like about the shirt was the logo it was spot on great<br />that's why i gave 3 stars and not 2,08/29/2015 0:00,not an all cotton shirt,3.0
1.0,I can be honest when I say this is the best book I have ever read before I had to pass it to my mother to read and order me another one!!!  awesome book great job,04/17/2013 0:00,great book,5.0
,"A sweetly written story. If you're looking for \Perils of Pauline\"" type of storyline",," that her Knight in Shining Armor is less than perfect.""",
2.0,"Vastly enjoyed myself reading this book.  It's romantic, silly, sweet and at its heart very true to life.Yes the plot is unlikely - but the author brings in so many realistic touches to single 30-something life that you are willing to suspend disbelief and just have a heck of a good time.Darned good fun.  I highly recommend it.",03/15/2003 0:00,"Hugely entertaining, intelligent and witty",5.0
6.0,"I was a bit confused by reading some of the reviews on this book and thought I would write one of my own.  This was an excellent book for me because I could identify with the artist and with the female charcter.  It hadn't occurred to me until I read some of the other reviews, that if you do not do artwork in some form or another, or if you are not a woman, there are certain aspects of this book which could be disregarded.  This was easy to read, not overly desciptive, which was a relief.  It did remind me of a book one might read in school, focusing on the use of symbolism, which was evident throughout.  Something which was sadly lost on one of the reviewers, and something which I thought was essential to understanding the novel and the main character Griet, was the submission, the violation of Griet, the girl with the pearl earring, by the painter Vermeer as he forced her to wear them, even putting them in her ears, painfully, himself.  This act would destroy Griet's position in the household, and change her world.  It mattered not whether she let another man take her after that, for she was already violated, permanently by the painter.  I realize this might be a confusing review.  But like the painting itself, which appears simple, a portrait of a woman against a black background, it has many intriguing details if you take the time to look.",07/14/2001 0:00,Excellent.,4.0
0.0,very pleased,08/31/2015 0:00,Five Stars,5.0
0.0,"This is the third book in the Heather Wells mystery series. I actually read it first but I don't feel like I was missing anything.Heather Wells is former teen pop star who is now working as an assistant resident hall director. When her boss turns up murdered, Heather uses her amateur sleuthing skills to help find the killer. At the same time Heather's boyfriend Tad tells her he has an important question to ask her. Since Heather is secretly in love with her landlord, Cooper, she's not sure she's ready to hear Tad's question.This book was fun and lighthearted, even though it's a murder mystery. There were so many great, colorful characters. I'm looking forward to going back and reading the first two books in the series.",12/16/2010 0:00,"A quick, fun read",4.0
0.0,"Neil Gaiman has written another outstanding work here: dark, disturbing chronicle of the war of gods and cultures, a translation of Old World mythology to the highways and byways of the new.This is one of the best fantasy novels of last year, and stays with you long after you turn the last page.  Highly recommended.",05/11/2002 0:00,"Dark, disturbing, and brilliant",5.0
1.0,A wonderful story.  It was as spellbinding as a mystery novel.  I learned more about the government good and bad.  It brought a tear to my eye.  I would highly recommend it to anyone.,11/14/2007 0:00,My Grandfather's Son,5.0
45.0,"Every serious reader has had the experience: perhaps by accident --on a library shelf, or in a dusty box at a garage sale-- you stumble across an out-of-print book that seizes your imagination through its author's sheer mastery of the storytelling craft.And you wonder: why, O why, doesn't the publisher re-issue this in lieu of one or another of the emminently forgettable titles in current release?Such a book is THE LONG SHIPS by Frans Bengtssen, which crossed the Atlantic from Scandinavia to America in the early 1950s; like Leif Ericson, who made the same trip long before Columbus, this book lingered only briefly here before vanishing with scarcely a trace.And that is a tragedy for anyone who craves an epic, lusty tale of Vikings and their travels-- told with a sophisticated humor that is both wry and understated and with a sense of historical perspective that blends so subtly into the narrative that one is staggered to later find it is painstakingly accurate. Thank you, History Channel-- but I heard it all first, and far more compellingly, from following Orm Tostesson's exciting voyages, enthusiastic plunderings and thrilling adventures in THE LONG SHIPS.This book is a delight in every way: certainly, you can read simply for it for the lyrical use of language (it is, by the way, a translation from its original Swedish, and translator Michael Meyer deserves canonization for his masterful rendering of it into English). But it works well on so many other levels --as an action/adventure, or as a character-driven historical novel-- that to attempt to limit this book's sophisticated multi-layered appeal would be a disservice.The copy I obtained (with great difficulty; it's hard to track down THE LONG SHIPS, but well worth the effort when you do) was published by Collins of St. James' Place, London. I understand Random House holds the American rights.If there is any justice in the literary world --or wisdom left in today's publishing houses that is not measured with a cash register--  THE LONG SHIPS would immediately be reissued to a new generation of readers, to much fanfare from those of us who have already had the pleasure of reading it.--Earl Merkel(Author, FLU SEASON/THE FINAL EPIDEMIC and LIKE DISTANT CITIES BURNING, NAL/Penguin/Putnam, both scheduled for publication in Summer/Fall 2002.)",03/13/2002 0:00,Re-issue this book!!!,4.0
0.0,It's just too simple to really get my kiddo ready for a trip to the beach. He loses interest (19 months) because there are so few words. I feel like it's hard to find books with the right number of words per page though at this age. There is definitely a sweet spot.,08/26/2015 0:00,It's ok,2.0
0.0,Thank you!,08/29/2015 0:00,Five Stars,5.0
7.0,I bought three Ice Cream/ Gelato/ Sorbet books from Amazon.  This one was by far the best.  Some really interesting recipes.,01/28/2008 0:00,Great Ice Cream recipe book,5.0
0.0,Perfect,08/28/2015 0:00,Five Stars,5.0
0.0,I bought this because my other copy was completely tattered because of reading it so many time.  I love the way Agatha Christie writes!  i can imagine Tommy and Tuppence.,04/02/2014 0:00,Tommy and Tuppence,5.0
0.0,"Wolf Hall is the first in a trilogy of books that focuses on Thomas Cromwell. In this one we see him rise from an abused son of a brewer/blacksmith to one of Henry VIII's closest advisers. Cromwell is a very interesting man, who knows how precarious his position is. And he is prepared to go with the flow. As his mentor Cardinal Wolsey falls from grace Cromwell rises, without seeming disloyal or scheming. The events, so familiar to us from the many dramatizations of the topic, unfold with a different view than any we have seen before.If you are an Anglophile, you will love this well thought, meticulously researched, and exceptionally well written book. If you think Phillipa Gregory is the height of literature than this is not the book for you.",02/12/2013 0:00,Oh the Tudor drama!,5.0
5.0,"Couldn't put Model Patient down.  Karen Duffy proves to be a charming, eloquent and above all courageous human being.  Read this book, it's wonderful.",10/16/2000 0:00,Great Book,5.0
1.0,"This book is wonderfully illustrated as many have noted here.  When I first read it several years ago I was taken aback by the authors nearly obstinate position of the possibility of inter-breeding between humans and neanderthals.  He states emphatically that this is an impossibility.  I thought then he was wrong and have since been proven right with the revelation of DNA tests that prove not only did they reproduce but that most people of European descent have neanderthal DNA.I don't remember (I sold the book) \Revised Edition\"" being on the cover and I didn't see anything here that says when that revision was.  If Tattersall did revise it he should also confess his arrogance in insisting inter-breeding didn't happen.""",03/15/2012 0:00,"Great photos, wrong on one major point that I know of",3.0
1.0,"(Source: I received a digital copy of this book for free on a read-to-review basis. Thanks to HarperCollins UK, Avon and Netgalley.)43-year-old Sue is devastated when her daughter walks in front of a bus and ends up in a coma. The doctors say there&#8217;s nothing medically wrong with her, so Sue is convinced that if she can find out why Charlotte did it, she can get Charlotte to wake up. There&#8217;s more to the story than Sue expects though.Why did Charlotte walk in front of a bus? And can Sue find out before it&#8217;s too late?This was an interesting mystery story, but I wasn&#8217;t very impressed with the ending.Sue was an okay character, but it wasn&#8217;t hard to think of her as delusional. I suppose that was part of the mystery &#8211; was she nuts or not? Was she imagining all these things that were happening? Was there more to Charlotte&#8217;s accident than everybody knew? But she did come across as bananas at points, and it really wasn&#8217;t difficult to question whether she needed psychiatric help.The storyline was okay, and I liked the mystery element, I liked finding out about Sue&#8217;s previous relationship with James and how she had ended up where she was, and I liked her investigation into her daughter&#8217;s life. It was also quite intriguing trying to find out how the two stories finally came together.The ending ruined this for me though. There were just too many questions left unanswered. Was Sue&#8217;s husband really up to something behind her back? And what became of Charlotte? Even though the question of James was tied up, we were still left with several things hanging, and although the interview with the author at the end of the book cleared one of those up, it wasn&#8217;t enough for me. I shouldn&#8217;t have to read the author interview at the end of the book to find out how it ended!Overall; good mystery story, but the ending spoilt it,6.5 out of 10.",04/29/2014 0:00,"good mystery story, but the ending spoilt it,",3.0
0.0,This is a gem of a book.  I read it often.  Its a keeper.,08/27/2015 0:00,One of my favorite books,5.0
13.0,"It is entirely possible that Martin either did NOT write the first 3 books or did not write the last 2 books...the notion that the same person wrote all 5 is impossible.  We could henpeck all the inconsistencies in style and tone and talent, but there's really no point. If you're a fan, you know something's wrong.I've read other stuff by Martin and it's pretty decent. Fever Dream being on of my favorite vampire books, I'd say the guy has some talent in writing. That said, NONE of his other books come close the the complexity and moxie of SOIAF.  I have theories as to why the first three books are not in the same league as the last two.  If you'd like to discuss the conspiracies, please comment here and a message will be sent to my hotmail account. My user-name here is name I use for my email as well.Is George RR Martin part of one of the largest literary consipiracies since George Eliot?? Let's explore the possibilities together.",08/07/2011 0:00,This was NOT written by the same author!,1.0
1.0,The Wanderer is a lovely story filled with mystery and wonder. Anyone will enjoy Sharon Creeche's novel about a young girl's adventure across the sea!! Enjoy!!,05/23/2001 0:00,Lovely,4.0
