Name,URL,Price,Rating,Reviews,Description,ASIN,Details,Manufacturer
"DYAZO Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sr_1_105?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-105,₹599.00,4.5 out of 5 stars,203 ratings,"Dimension : External 26'' x 20'' x 15'' Cms. Internal Dimension 25"" x19 "" x 15 "" Fits 1 camera +1 spare lens + mobile phone + filter + SD card.    Multiple Accessory Pockets : to organize and keep memory cards, cables, lens caps, extra batteries, or other small accessories.    Detachable shoulder strap : adjustable and can also be worn cross-body. Made from durable fabric material, outfitted with a padded carry handle.    Fully Padded camera compartment : is with shock absorbent padding to protect your cameras and accessories.",Not found,,Not found
"WILD MODA Women's Shoulder Bag, Set of 1",https://www.amazon.in/WILD-MODA-Womens-Shoulder-Turquoise/dp/B099PLT91X/ref=sr_1_106?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-106,₹849.00,4.2 out of 5 stars,"3,812 ratings","Ample Compartments : The handbag will fulfil all your storage needs with its 3 big compartments and 6 pockets having a capacity of holding 20L of weight. The spacious compartments can keep all your stuff from your ipad, and smartphone to your kid’s diapers or your makeup kit and the side pocket can keep your water bottle or umbrella and take them out anytime without the need of opening and closing the zipper lock every time.    High-quality Polyester : he stylish bag is constructed in premium quality waterproof polyester material which makes it a durable option. You can carry all your stuff with ease as the high-quality material of the bag ensures no breakage or damage to the bag due to weight. The waterproof material saves all your stuff from getting wet and the imported quality zippers ensure that they will not break or lose their shine even after continuous usage.    Soft Fabric : As the bag's fabric is so comfortable to the touch, carrying it won't bother you. The shoulder straps of the bag are made from extra soft material which makes sure that the straps do not cause any itching or irritation even after continuous usage. So, you don't have to be concerned about the straps hurting your shoulders.    Classy and Stylish : The solid finish of the bag gives it a dash of style and class. You can take it anywhere from parties to the office and the bag will be your best style buddy everywhere. No matter if you are an office-going girl or a college girl, you can make a style statement with this bag. Every girl's wardrobe needs this bag because of its flawless finish, which elevates it to must-have status.    Light Feel : Even with all of your belongings inside this high-quality bag, which weighs only 400 grams and won't add to your burden when carried, you'll feel light. The shoulder straps of the bag make sure that it rests perfectly on your shoulders and you don't feel too much weight ensuring that even after carrying the bag for hours, your shoulders won't feel any pain on your shoulders.    Warranty: 6 months domestic warranty on manufacturing defects, Covered in Warranty: Zippers & Sliders, Not Covered in Warranty:Cloth Material, Care Instructions: Do not expose to extreme heat",B099PLT91X,"Is Discontinued By Manufacturer: No
Product Dimensions: 35 x 18 x 27 cm; 400 Grams
Date First Available: 14 May 2019
Manufacturer: WILD MODA
ASIN: B099PLT91X
Item model number: WMWB1116
Country of Origin: India
Department: Womens
Manufacturer: WILD MODA, wildmoda@gmail.com
Packer: WILD MODA, Dr. SRK Nagar, Bangalore 560077 Karnataka
Importer: WILD MODA, Dr. SRK Nagar, Bangalore 560077 Karnataka
Item Weight: 400 g
Item Dimensions LxWxH: 35 x 18 x 27 Centimeters
Net Quantity: 1.00 Unit
Included Components: Shoulder Strap
Generic Name: Shoulder Bag
","WILD MODA, wildmoda@gmail.com"
Impulse Parkar 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTAxOTU2NDY1MDM5MjYyOjE2ODUyMDUxMjM6c3BfbXRmOjIwMTU5NjcxODAyNDk4OjowOjo&url=%2FImpulse-Parkar-Backpack-Business-Resistant%2Fdp%2FB0C1H2PRCF%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205123%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,856.00",5.0 out of 5 stars,3 ratings,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1H2PRCF,"Product Dimensions: 20 x 33 x 49 cm; 950 Grams
Date First Available: 4 April 2023
ASIN: B0C1H2PRCF
Item model number: Parkar Black
Country of Origin: India
Department: unisex-adult
Item Weight: 950 g
Item Dimensions LxWxH: 20 x 33 x 49 Centimeters
Net Quantity: 1.00 count
",Not found
Red Lemon Unisex-adult Bange Series Rhombus Shell Design Waterproof Sling Bag with USB Charging,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTAxOTU2NDY1MDM5MjYyOjE2ODUyMDUxMjM6c3BfbXRmOjIwMTE2ODgyMTgxMDk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205123%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,999.00",4.4 out of 5 stars,73 ratings,"Closure: Zipper    PREMIUM MATERIAL: This stylish chest bag is made of waterproof TPU material. Comes in a shell structure with a front Rhombus design.    ORGANIZED DESIGN: Spaced compartment with one separate soft sleeve to hold iPad, phone, or notebook. Spacious enough to store accessories like a camera or short trip essentials. Multiple organized pockets to hold money wallet, power bank, mobile, charger, pens, cable, etc. Soft adjustable single shoulder strap to relieve the stress of shoulder. A strong sturdy handle to carry the bag with ease.    USB FEATURE: External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.    DIMENSIONS: 19 cms x 16 cms x 33 cms (LxWxH). The weight of the bag is 0.48 KG.    Outer Material Type: Synthetic",B09VGNTDRZ,"Product Dimensions: 19 x 16 x 33 cm; 480 Grams
Date First Available: 14 March 2022
ASIN: B09VGNTDRZ
Item model number: BG7213
Country of Origin: China
Department: unisex-adult
Item Weight: 480 g
Item Dimensions LxWxH: 19 x 16 x 33 Centimeters
Included Components: Sling Bag
",Not found
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_109?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-109,₹929.00,3.8 out of 5 stars,808 ratings,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.    Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls    Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.    Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.    Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",B07QN4KXWG,"Product Dimensions: 29.01 x 46 x 19 cm; 580 Grams
Date First Available: 11 April 2019
Manufacturer: AirCase
ASIN: B07QN4KXWG
Item model number: C34-P
Country of Origin: India
Department: Unisex-adult
Manufacturer: AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302
Packer: Istuff365, Godown No.H-3, Dharam Complex, Thane-421302
Item Weight: 580 g
Item Dimensions LxWxH: 29 x 46 x 19 Centimeters
Net Quantity: 1 Unit
Included Components: 1 Laptop Backpack
Generic Name: Laptop Backpack
","AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302"
DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_110?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-110,₹225,3.7 out of 5 stars,"3,101 ratings","Non-toxic and soft fabric made from safe materials to be used by kids and Washable    Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag    Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one    color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L",B07QD1M3R9,"Product Dimensions: 30 x 10 x 4 cm; 300 Grams
Date First Available: 3 September 2015
Manufacturer: Rushi Enterprise
ASIN: B07QD1M3R9
Item model number: SF-BAG-P-HATHI-1
Country of Origin: India
Department: Unisex-child
Manufacturer: Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Packer: Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876
Item Weight: 300 g
Item Dimensions LxWxH: 30 x 10 x 4 Centimeters
Net Quantity: 1.00 count
Included Components: Kids Bag
Generic Name: Kids Bag
","Rushi Enterprise, Rushi Enterprise, Gujarat Amreli (INDIA)-365601 Mo- 7016045876"
CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,https://www.amazon.in/Capriff-Liters-Collage-travell-Backpack/dp/B084T7X2HX/ref=sr_1_111?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-111,₹499,3.8 out of 5 stars,"3,033 ratings","Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.<br> <br>    This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.<br> <br>    Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.<br> <br>    Closure Type: Zipper; Strap Type: Shoulder Strap; Age Range Description: Adult; Compartment Description: Greater Than 17 Inches <br>",B084T7X2HX,"Is Discontinued By Manufacturer: No
Product Dimensions: 16 x 22 x 5 cm; 426 Grams
Date First Available: 14 February 2020
ASIN: B084T7X2HX
Item model number: CAP0013
Country of Origin: India
Department: unisex-adult
Item Weight: 426 g
Item Dimensions LxWxH: 16 x 22 x 5 Centimeters
",No
"Nishi Medium Kids Backpack Waterproof Backpack, Girls & Women Stylish Trendy College, School & College Bag Black",https://www.amazon.in/Nishi-Backpack-Waterproof-Stylish-College/dp/B0BR9W54MW/ref=sr_1_112?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-112,₹389.00,3.3 out of 5 stars,24 ratings,"It is Light and durable with comfortable and adjustable shoulder straps. Suitable for adults, business man, tourist and children. A great choice as a gift.    ADJUSTABLE SHOULDER STRAP : An adjustable and removable shoulder strap, you can adjust it according to the height of your little princess.    Perfect for daily use ; work, school, weekend getaway, traveling, shopping, etc. It makes great gift for you loved ones!    backpack is beyond cute, great quality, and extremely durable. The bookbags set use SBS zipper, slides easily and smoothly，the backpack have 2-way big head zipper,easy open and close.The straps are padded and adjustable, which can ease the pressure on your shoulder.",B0BR9W54MW,"Product Dimensions: 14 x 5 x 18 cm; 399 Grams
Date First Available: 29 December 2022
ASIN: B0BR9W54MW
Item model number: AE3
Country of Origin: India
Department: girls
Item Weight: 399 g
Item Dimensions LxWxH: 14 x 5 x 18 Centimeters
",Not found
"FATMUG Polyester Foldable Duffle Travel Bag Luggage For Travel, Packing And Storage - Men And Women - (60 L, Black)",https://www.amazon.in/FATMUG-Foldable-Luggage-Packing-Storage/dp/B07YFNXC3H/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-113,₹999.00,4.2 out of 5 stars,"1,313 ratings","DURABLE AND ULTRALIGHT: Made from water repellent and tear resistant fabric yet Weighs only 630 gms    FOLDABLE AND SPACIOUS: Capacity 60L. Unfolded Size: 22.5x14x11 inch, Folded Pouch Size: 11x11 inch    VERSATILE: Perfect for use as a gym bag, sports bag, storage bag, weekender bag or Just-In-Case bag    EVERYTHING ORGANIZED: A shoe compartment and 4 outer zippered pockets for easy access to essentials    JUST WHEN YOU NEED IT: Simply unfold the pouch to use as a luggage bag in case your suitcase swell",B07YFNXC3H,"Product Dimensions: 57 x 28 x 35 cm; 600 Grams
Date First Available: 26 September 2019
Manufacturer: Stoned Walls
ASIN: B07YFNXC3H
Item part number: 600177SWBGA1
Country of Origin: India
Department: Unisex
Manufacturer: Stoned Walls, Delhi
Item Weight: 600 g
Item Dimensions LxWxH: 57 x 28 x 35 Centimeters
Net Quantity: 1.00 count
Generic Name: Foldable Duffle
","Stoned Walls, Delhi"
"PAZZO Alto 40L Casual Backpack - 3 Compartment Travel Backpack, College|School Bag with 1 Year Warranty",https://www.amazon.in/PAZZO-Alto-40L-Casual-Backpack/dp/B07VT3F795/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-114,₹849.00,4.0 out of 5 stars,"1,738 ratings","STORAGE CAPACITY : The backpack for men has 3 large compartments, 1 front pocket and 2 side Bottle Holder, 1 Anti-Theft Internal Organiser to store pens, keys, money etc. In deed a perfect all-rounder backpack for men, school bags for boys and girls, college bags for men and college bag for girls, office bag for men and women. One Bag multiple uses. Great Value !!    FEATURES & WARRANTY : Strap Type: Adjustable; Closure Type: Zipper; Color Name: Black; Pattern Name: Solid; Compartment Description: Not Laptop Compatible; Special Features: Zip Closure; Capacity: 40 litres; Number of Compartments: 3 Compartments; Water Resistance Level: Water Resistant; Age Range Description: Kid; Pocket Description: Utility Pocket; Lining Description: Polyester; Warranty Description: This bag for men has 1 Year Warranty for any manufacturing defects.    DIMENSIONS :19(H) x 12.5(W) x 8.5(B) inches. This school bags for boys has heavy duty zippers and it perfectly serves the purpose of a school bag, college bag, office bag with plenty of space on the inside.    MATERIAL : This college bags for men is made from Imported 420D. It is lightweight polyester fabric. These college bag for women has tested strength of 140 Kgs. It also has 900D super strong base with foam padding for protection.    THE ULTIMATE BACKPACK FOR MEN : This backpack has adjustable shoulders, padded handle, quick haul loop, 3D air flow panel preventing sweat. This 40L school bags for boys/college bag for girls can accommodate a water bottle on one side pocket or also an umbrella.",B07VT3F795,"Product Dimensions: 31.12 x 19.69 x 48.26 cm; 400 Grams
Date First Available: 28 July 2019
Manufacturer: PAZZO
ASIN: B07VT3F795
Item model number: Alto
Country of Origin: India
Department: unisex-adult
Manufacturer: PAZZO
Item Weight: 400 g
Item Dimensions LxWxH: 31.1 x 19.7 x 48.3 Centimeters
",PAZZO
Tabelito® Laptop Bag For Men and women Briefcase 15.6 Inch (39.6 cm) Messenger Side Shoulder Travel bags for mens Water Resistant gifts office bag for men,https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FKXCJNQ/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-115,₹549,4.0 out of 5 stars,"2,560 ratings","Made of durable water-resistant exterior fabric as well as protective soft padded interior. Laced with zippers for a long life span. it's also called such as side bag for men and sling bags for men .bag for men    Laptop bags Ultra Protection: Tabelito laptop shoulder bag features protective padding at the bottom of the individual laptop compartment and ultra-thick. you can use it as bags for mens ,side bag for men / side bag for men / office bag for women / gift for men . it's can be use as a interview bag or interview purpose    Well-organized: The main compartment features a laptop slot and a tablet slot for up to 11"" iPad Pro with smart case & keyboard. its also use as a office bag for women , office bag for men    Compact and Easy to Carry: Being lightweight, this bag can be comfortably carried with the handle . you can use it such as shoulder bag men , messenger bags for men , leather laptop bags for men/ laether briefcase / leather bag for men / office bag for women / laptop accessories / backpack for women    Adjustable shoulder strap, or hang on your suitcase through the luggage strap or slipped inside your backpack, messenger bag    Bag is perfect to carry laptops notebook up to 15.6 inch include 2019 New MacBook Pro 16 , MacBook Pro (Retina) 15, and other 14-15.6 inch Dell XPS / HP    Two front pockets With small and large pockets, and multiple elastic bands to make it easier than ever to organize accessories such as charger, cable, mouse, hub etc.",B08FKXCJNQ,"Product Dimensions: 33 x 44 x 9 cm; 499 Grams
Date First Available: 10 August 2020
Manufacturer: Tabelito
ASIN: B08FKXCJNQ
Item model number: TAB-BC-G
Country of Origin: India
Department: Unisex-adult
Manufacturer: Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala)
Packer: 9958166528
Importer: 9958166528
Item Weight: 499 g
Item Dimensions LxWxH: 33 x 44 x 9 Centimeters
Net Quantity: 1 U
Included Components: Laptop Briefcase
Generic Name: Laptop Briefcase
","Tabelito, Prop No"
"DIVULGE Drawstring Sports Gym Bag and Multi Utility Bag (Either Gray, 16 L)",https://www.amazon.in/DIVULGE-Drawstring-Sports-Utility-Either/dp/B0916383SK/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1685205123&sprefix=ba%2Caps%252+C283&sr=8-116,₹159.00,4.0 out of 5 stars,"1,099 ratings","Made with coated polyester fabric which makes the backpack Sturdy, durable and highly water resistant and The strings used are stretchable and of premium quality. <br>    Comes with side gussets, ensures extended storage space. <br>    Can Store a Football or SET of 5-8 Books or 3 Water Bottles or 2 Pair of Shoes. <br>    Dimensions: Width - 13 inches & Height - 18 inches.; Closure type is Drawstring type Which Makes it to Store Things Quickly <br>    Water Resistance Level: Waterproof; Age Range Description: Adult; Warranty Description: 1 Year Manufacturer Warranty Is Non Refundable And Valid For 1 Year From The Original Date; Color Name: Either Grey; Compartment Description: Up To 14 Inches; Pattern Name: Solid <br>",B0916383SK,"Product Dimensions: 24 x 22 x 2 cm
Date First Available: 16 December 2019
Manufacturer: DIVULGE
ASIN: B0916383SK
Item part number: Drawstring_tpgrey-1
Country of Origin: India
Department: Unisex-adult
Manufacturer: DIVULGE
Item Dimensions LxWxH: 24 x 22 x 2 Centimeters
",DIVULGE
Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTAxOTU2NDY1MDM5MjYyOjE2ODUyMDUxMjM6c3BfYnRmOjIwMTE2ODc5MTczOTk4OjowOjo&url=%2FRed-Lemon-Ironlook-Briefcase-Anti-Theft%2Fdp%2FB09ZYQJHXR%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205123%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,990",4.4 out of 5 stars,80 ratings,"? PREMIUM MATERIAL: Made from high quality, waterproof hard EVA material. Premium quality smooth zippers, pullers, buckles.;Special Features: Locking; Style Name: Modern<br>    ? ORGANISED DESIGN: This backpack has one roomy spaced compartment with built in soft padded sleeve to protect laptops upto 16 inch. Separate sleeve for tablet/ Ipad. Spacious enough to hold your clothings, folders, documents etc. Also includes organised pockets to hold electronic diary, power bank, pens. mobile etc. Soft handle for better comfort. Adjustable and padded shoulder straps make it comfortable during use.<br>    ? ANTI- THEFT DESIGN & CAPACITY: One hidden zipper pocket equips on the back to pack your money, cards, wallet. This invisible design increases the security of your belongings. Dimensions: 30 cms x 8 cms x 45 cms (LxWxH). Capacity: 11 Lit<br>    ? USB FEATURE & TSA LOCK : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. This backpack comes with a built-in TSA lock that gives the bag an added level of security. Helps deter thefts during travel.; ? TROLLEY STRAP : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling.; Age Range Description: Adult; Pattern Name: Solid; Theme: Sports<br>    Impact-resistant design. ID pouch, Mobile phone pouch. Zipper hidden pouch, Laptop slot, and Tablet slot. USB Charging slot on the outside. Shape-retaining construction. Water-resistant fabric. Premium leather zipper pulls. Top carry handle with leather grip. Air mesh back padding. Adjustable padded shoulder straps with metallic buckle and leather accents.<br>",B09ZYQJHXR,"Product Dimensions: 30 x 17 x 48 cm; 1.63 Kilograms
Date First Available: 10 May 2022
Manufacturer: Encon Impex Pvt Ltd
ASIN: B09ZYQJHXR
Item model number: BG-22201
Country of Origin: China
Department: unisex-adult
Manufacturer: Encon Impex Pvt Ltd
Item Weight: 1 kg 630 g
Item Dimensions LxWxH: 30 x 17 x 48 Centimeters
",Encon Impex Pvt Ltd
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMTAxOTU2NDY1MDM5MjYyOjE2ODUyMDUxMjM6c3BfYnRmOjIwMTEwMTgxNTExMTk4OjowOjo&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Modern-Love%2Fdp%2FB08T1769X9%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205123%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹4,499.00",4.3 out of 5 stars,168 ratings,"CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Pink and Grey, Water resistant: Yes <br>    PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 29 x 14 x 41 cm, Capacity: 16L, Fits up to a 15.4” laptop <br>    MOST FEATURE RICH BACKPACK: Vegan leather trims, Padded shoulder straps, Easy length adjustment buckle & strap lock, Hidden expandable side water bottle pocket, Luggage sleeve. <br>    HIDDEN MAGNETIC POCKET: Snaps close and stores your phone/passport for quick access; MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI) <br>    Compartment Description: Up To 16 Inches; Pattern Name: Solid; Color Name: Modern Love; Lining Description: Polyester; Closure Type: Zipper; Warranty Description: 12 Months Warranty; Age Range Description: Adult <br>",B08T1769X9,"Is Discontinued By Manufacturer: No
Product Dimensions: 41 x 29 x 14 cm; 800 Grams
Date First Available: 13 January 2021
Manufacturer: Designed By Mokobara Lifestyle Private Limited
ASIN: B08T1769X9
Item model number: TSBPK12CND22001
Country of Origin: China
Department: Unisex-adult
Manufacturer: Designed By Mokobara Lifestyle Private Limited, Mokobara Lifestyle Private Limited, Bangalore. Customer Care: Email : hello@mokobara.com Contact no. 7975298840 (10:30AM - 5:30PM MON-FRI)
Packer: Mokobara
Importer: Mokobara
Item Weight: 800 g
Item Dimensions LxWxH: 41 x 29 x 14 Centimeters
Net Quantity: 1.00 count
Generic Name: The Backpack - Nice and Dusty
","Designed By Mokobara Lifestyle Private Limited, Mokobara Lifestyle Private Limited, Bangalore. Customer Care"
Impulse Seacon 40L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0ODA4NTYwNTgxMDYyMjE0OjE2ODUyMDUxOTM6c3BfYXRmX25leHQ6MjAxNTk2ODU0NzQzOTg6OjA6Og&url=%2FImpulse-Seacon-Backpack-Business-Resistant%2Fdp%2FB0C1CQWVR9%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1685205193%26sprefix%3Dba%252Caps%25252%2BC283%26sr%3D8-113-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,856.00",3.8 out of 5 stars,4 ratings,"Care Instructions: Wipe with Dry Cloth    SPACIOUS AND LIGHTWEIGHT: 30L CAPACITY Light weight & spacious 3 Compartment with laptop sleeves fits upto 16 Inch laptop, Multi Pockets to keep your essentials. Organizer pockets as per needs. . It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.Made with strong yet light weight polyester fabric with heavy zippers    ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body. Stitched properly and Bartacks on every pressure point for extra durability    1 YEAR WARRANTY: The Impulse Travel backpack comes with 1 year of warranty    WATER RESISTANT MATERIAL: The Material ensures resistance to water entering from any direction.    MADE IN INDIA – Impulse Travel Backpack is fully manufactured in India and pass through stringent quality tests and checks",B0C1CQWVR9,"Product Dimensions: 19 x 30 x 50 cm; 960 Grams
Date First Available: 3 April 2023
ASIN: B0C1CQWVR9
Item model number: Seacon Black
Country of Origin: India
Department: Unisex-adult
Item Weight: 960 g
Item Dimensions LxWxH: 19 x 30 x 50 Centimeters
Net Quantity: 1.00 count
",Not found
